,name,company,year,Price,kms_driven,fuel_type
1332,Maruti Suzuki Baleno,Maruti,2016,425000,40000,Petrol
1333,Hyundai Verna 1.6,Hyundai,2019,900000,2000,Petrol
1334,Maruti Suzuki Swift,Maruti,2009,150000,45000,Petrol
1335,Hyundai Getz Prime,Hyundai,2009,110000,20000,Petrol
1336,Hyundai Santro,Hyundai,2000,51999,88000,Petrol
1337,Hyundai Getz Prime,Hyundai,2009,115000,20000,Petrol
1338,Chevrolet Beat PS,Chevrolet,2012,215000,65422,Diesel
1339,Ford EcoSport Trend,Ford,2017,580000,10000,Petrol
1340,Maruti Suzuki Dzire,Maruti,2013,380000,35000,Petrol
1341,Hyundai Fluidic Verna,Hyundai,2013,350000,117000,Diesel
1342,Tata Indica V2,Tata,2005,35000,150000,Diesel
1343,BMW X1 xDrive20d,BMW,2011,1150000,72000,Diesel
1344,Hyundai i20 Asta,Hyundai,2010,300000,10750,Petrol
1345,Honda City 1.5,Honda,2009,269000,55000,Petrol
1346,Tata Nano,Tata,2013,60000,6800,Petrol
1347,Chevrolet Cruze LTZ,Chevrolet,2014,400000,41000,Diesel
1348,Hyundai Verna Fluidic,Hyundai,2015,430000,73000,Diesel
1349,Maruti Suzuki Swift,Maruti,2011,140000,65000,Diesel
1350,Mahindra XUV500 W6,Mahindra,2014,8500003,45000,Diesel
1351,Mahindra XUV500 W10,Mahindra,2018,1299000,40000,Diesel
1352,Maruti Suzuki Alto,Maruti,2014,199000,37000,Petrol
1353,Hyundai Accent GLE,Hyundai,2006,90000,55000,Petrol
1354,Force Motors One,Force,2013,550000,140000,Diesel
1355,Maruti Suzuki Alto,Maruti,2019,265000,9800,Petrol
1356,Chevrolet Spark 1.0,Chevrolet,2011,100000,27000,Petrol
1357,Hyundai i10,Hyundai,2009,215000,27000,Petrol
1358,Toyota Etios Liva,Toyota,2012,380000,20000,Diesel
1359,Renault Duster 85PS,Renault,2013,401919,57923,Diesel
1360,Chevrolet Enjoy,Chevrolet,2014,490000,30201,Diesel
1361,Maruti Suzuki Alto,Maruti,2017,280000,6200,Petrol
1362,BMW 5 Series,BMW,2009,650000,37518,Petrol
1363,Toyota Etios Liva,Toyota,2014,160000,24652,Petrol
1364,Mahindra Jeep MM,Mahindra,2004,424000,383,Diesel
1365,Chevrolet Beat LS,Chevrolet,2016,225000,95000,Diesel
1366,Chevrolet Cruze LTZ,Chevrolet,2011,350000,35000,Diesel
1367,Jeep Wrangler Unlimited,Jeep,2015,950000,3528,Diesel
1368,Maruti Suzuki Ertiga,Maruti,2013,485000,52500,Diesel
1369,Hyundai Verna VGT,Hyundai,2010,205000,47900,Diesel
1370,Maruti Suzuki Omni,Maruti,2012,160000,14000,Petrol
1371,Maruti Suzuki Celerio,Maruti,2018,310000,37000,Petrol
1372,Tata Zest Quadrajet,Tata,2017,180000,90000,Diesel
1373,Mahindra XUV500 W6,Mahindra,2013,549900,52800,Diesel
1374,Tata Indigo CS,Tata,2016,150000,104000,Diesel
1375,Hyundai i10 Era,Hyundai,2011,175000,30000,Petrol
1376,Tata Indigo eCS,Tata,2014,95000,195000,Diesel
1377,Tata Indigo LX,Tata,2016,230000,104000,Diesel
1378,Tata Indigo eCS,Tata,2016,230000,104000,Diesel
1379,Tata Indigo Marina,Tata,2004,180000,70000,Diesel
1380,Hyundai Xcent SX,Hyundai,2015,400000,43000,Diesel
1381,Hyundai Eon Magna,Hyundai,2013,185000,23000,Petrol
1382,Renault Duster 85,Renault,2015,385000,51000,Diesel
1383,Maruti Suzuki Alto,Maruti,2009,90000,62000,Petrol
1384,Tata Nano LX,Tata,2010,32000,48008,Petrol
1385,Renault Duster 110,Renault,2013,435000,39000,Diesel
1386,Maruti Suzuki Wagon,Maruti,2010,225000,40000,Petrol
1387,Maruti Suzuki Swift,Maruti,2006,189700,48247,Petrol
1388,Maruti Suzuki Ertiga,Maruti,2012,389700,39000,Diesel
1389,Maruti Suzuki Swift,Maruti,2014,365000,23000,Petrol
1390,Maruti Suzuki Alto,Maruti,2017,360000,9400,Petrol
1391,Hyundai i20 Magna,Hyundai,2010,210000,50000,Petrol
1392,Hyundai i10 Magna,Hyundai,2009,170000,75000,Petrol
1393,Tata Zest XE,Tata,2017,380000,70000,Diesel
1394,Mahindra Xylo E8,Mahindra,2009,295000,64000,Diesel
1395,Toyota Corolla Altis,Toyota,2010,185000,55000,Petrol
1396,Tata Manza Aqua,Tata,2014,160000,200000,Diesel
1397,Renault Kwid 1.0,Renault,2018,290000,2137,Petrol
1398,Tata Venture EX,Tata,2013,100000,30000,Diesel
1399,Maruti Suzuki Swift,Maruti,2014,315000,44000,Petrol
1400,Skoda Octavia Classic,Skoda,2006,114990,65000,Diesel
1401,Maruti Suzuki Omni,Maruti,2012,120000,160000,LPG
1402,Chevrolet Beat Diesel,Chevrolet,2011,125000,56000,Diesel
1403,Tata Sumo Gold,Tata,2012,210000,75000,Diesel
1404,Hyundai Verna 1.6,Hyundai,2018,855000,42000,Diesel
1405,Tata Sumo Gold,Tata,2012,210000,75000,Diesel
1406,Mahindra Scorpio 2.6,Mahindra,2007,260000,56000,Diesel
1407,Maruti Suzuki Zen,Maruti,2002,95000,10544,Petrol
1408,Maruti Suzuki Swift,Maruti,2011,255000,64000,Petrol
1409,Mahindra Scorpio SLX,Mahindra,2008,300000,70000,Diesel
1410,Hyundai Grand i10,Hyundai,2014,340000,25000,Petrol
1411,Hyundai Elite i20,Hyundai,2017,550000,15000,Petrol
1412,Ford Ikon 1.6,Ford,2003,60000,50000,Petrol
1413,Toyota Innova 2.5,Toyota,2011,750000,147000,Diesel
1414,Nissan Sunny XL,Nissan,2011,230000,52000,Petrol
1415,Chevrolet Beat LT,Chevrolet,2012,130000,90001,Diesel
1416,Maruti Suzuki Alto,Maruti,2017,270000,21000,Petrol
1417,Maruti Suzuki Swift,Maruti,2012,280000,48006,Diesel
1418,Maruti Suzuki Swift,Maruti,2012,280000,48006,Diesel
1419,Maruti Suzuki Swift,Maruti,2012,280000,48006,Diesel
1420,Toyota Innova 2.0,Toyota,2012,600000,80000,Diesel
1421,Maruti Suzuki Swift,Maruti,2010,190000,74000,Diesel
1422,Hyundai Elite i20,Hyundai,2015,500000,22000,Petrol
1423,Mahindra XUV500 W10,Mahindra,2016,1065000,41000,Diesel
1424,Volkswagen Polo Trendline,Volkswagen,2015,350000,25000,Diesel
1425,Toyota Etios Liva,Toyota,2012,350000,85000,Diesel
1426,Mahindra TUV300 T4,Mahindra,2016,540000,29500,Diesel
1427,Hyundai Elite i20,Hyundai,2015,470000,30000,Petrol
1428,Hyundai Santro Xing,Hyundai,2014,179000,57000,Petrol
1429,Maruti Suzuki Zen,Maruti,2003,48000,60000,Petrol
1430,Maruti Suzuki Ciaz,Maruti,2016,650000,50000,Petrol
1431,Hyundai Eon Era,Hyundai,2013,190000,39700,Petrol
1432,Hyundai Elantra 1.8,Hyundai,2012,500000,65000,Petrol
1433,Maruti Suzuki Swift,Maruti,2010,270000,67000,Diesel
1434,Maruti Suzuki Zen,Maruti,2008,125000,46000,Petrol
1435,Hyundai Eon Era,Hyundai,2012,188000,38000,Petrol
1436,Hyundai Grand i10,Hyundai,2016,380000,27000,Petrol
1437,Hyundai Verna Fluidic,Hyundai,2011,365000,43000,Diesel
1438,Ford EcoSport Trend,Ford,2014,465000,47000,Petrol
1439,Hyundai i20 Magna,Hyundai,2011,240000,42000,Petrol
1440,Chevrolet Beat Diesel,Chevrolet,2016,179999,19336,Diesel
1441,Tata Indica eV2,Tata,2015,140000,60105,Diesel
1442,Jaguar XF 2.2,Jaguar,2013,2190000,29000,Diesel
1443,Audi Q5 2.0,Audi,2014,2390000,34000,Diesel
1444,BMW 3 Series,BMW,2011,1075000,35000,Diesel
1445,Maruti Suzuki Swift,Maruti,2015,475000,22000,Petrol
1446,BMW X1 sDrive20d,BMW,2012,1025000,41000,Diesel
1447,Maruti Suzuki S,Maruti,2016,615000,21000,Diesel
1448,Maruti Suzuki Ertiga,Maruti,2013,475000,48000,Diesel
1449,Maruti Suzuki Alto,Maruti,2016,270000,38000,Petrol
1450,Honda City SV,Honda,2014,475000,34000,Diesel
1451,Volkswagen Vento Comfortline,Volkswagen,2011,240000,45933,Petrol
1452,Honda City 1.5,Honda,2005,120000,68000,Petrol
1453,Audi A4 2.0,Audi,2016,1900000,44000,Diesel
1454,Mahindra KUV100,Mahindra,2017,360000,35000,Diesel
1455,Tata Zest XE,Tata,2018,450000,102563,Diesel
1456,Mahindra XUV500 W8,Mahindra,2015,900000,28600,Diesel
1457,Maruti Suzuki Swift,Maruti,2017,650000,41800,Diesel
1458,Tata Sumo Gold,Tata,2014,275000,116000,Diesel
1459,Maruti Suzuki Swift,Maruti,2009,210000,59000,Petrol
1460,Mahindra Scorpio 2.6,Mahindra,2004,175000,58000,Diesel
1461,Maruti Suzuki Omni,Maruti,2009,85000,45000,Petrol
1462,Mitsubishi Pajero Sport,Mitsubishi,2015,1490000,42590,Diesel
1463,Renault Duster,Renault,2014,800000,7400,Diesel
1464,Volkswagen Jetta Comfortline,Volkswagen,2009,450000,54500,Diesel
1465,Maruti Suzuki Ertiga,Maruti,2012,1000000,200000,Diesel
1466,Audi A4 2.0,Audi,2013,1510000,27000,Diesel
1467,Volvo S80 Summum,Volvo,2015,1850000,42000,Diesel
1468,Toyota Corolla Altis,Toyota,2014,790000,29000,Petrol
1469,Mitsubishi Pajero Sport,Mitsubishi,2015,1725000,37000,Diesel
1470,Chevrolet Beat LT,Chevrolet,2012,135000,36000,Petrol
1471,BMW X1,BMW,2011,1000000,34000,Diesel
1472,Datsun Redi GO,Datsun,2018,299999,7000,Petrol
1473,Mercedes Benz C,Mercedes,2009,1225000,76000,Diesel
1474,Mahindra Scorpio SLX,Mahindra,2004,175000,60000,Diesel
1475,Volkswagen Vento Comfortline,Volkswagen,2011,200000,95000,Diesel
1476,Tata Indigo CS,Tata,2017,270000,50000,Diesel
1477,Ford Figo Petrol,Ford,2019,525000,0,Petrol
1478,Honda City ZX,Honda,2006,180000,50000,Petrol
1479,Maruti Suzuki Wagon,Maruti,2008,140000,68000,Petrol
1480,Ford EcoSport Trend,Ford,2014,400000,16000,Petrol
1481,Maruti Suzuki Swift,Maruti,2016,499000,51000,Diesel
1482,Maruti Suzuki Omni,Maruti,2009,85000,56000,Petrol
1483,Maruti Suzuki Zen,Maruti,2004,70000,100000,Petrol
1484,Renault Duster RxL,Renault,2015,550000,36000,Petrol
1485,Maruti Suzuki Swift,Maruti,2014,370000,11523,Petrol
1486,Maruti Suzuki Baleno,Maruti,2018,690000,1000,Petrol
1487,Honda WR V,Honda,2009,250000,60000,Petrol
1488,Tata Indigo CS,Tata,2016,110000,85000,Diesel
1489,Renault Duster 110,Renault,2013,490000,38600,Diesel
1490,Mahindra Scorpio LX,Mahindra,2009,320000,95500,Diesel
1491,Maruti Suzuki Zen,Maruti,2004,68000,56000,Petrol
1492,Maruti Suzuki Wagon,Maruti,2014,130000,37458,Petrol
1493,Maruti Suzuki SX4,Maruti,2016,970000,85960,Diesel
1494,Audi A3 Cabriolet,Audi,2015,3100000,12516,Petrol
1495,Hyundai Eon D,Hyundai,2018,280000,35000,Petrol
1496,Maruti Suzuki Zen,Maruti,2009,125000,0,Petrol
1497,Mahindra Scorpio SLX,Mahindra,2008,285000,80000,Diesel
1498,Hyundai Santro AE,Hyundai,2011,165000,45000,Petrol
1499,Maruti Suzuki Swift,Maruti,2009,250000,51000,Diesel
1500,Mahindra Scorpio S4,Mahindra,2015,865000,30000,Diesel
1501,Mahindra Xylo D2,Mahindra,2011,390000,48000,Diesel
1502,Hyundai Santro,Hyundai,2003,60000,51000,Petrol
1503,Chevrolet Beat LT,Chevrolet,2015,215000,90000,Diesel
1504,Maruti Suzuki Swift,Maruti,2015,475000,43000,Diesel
1505,Mahindra XUV500 W8,Mahindra,2015,899000,53000,Diesel
1506,Toyota Fortuner 3.0,Toyota,2013,1499000,97000,Diesel
1507,Maruti Suzuki Alto,Maruti,2013,240000,20000,Petrol
1508,Hyundai Getz GLE,Hyundai,2007,99000,55000,Petrol
1509,Maruti Suzuki Swift,Maruti,2014,260000,120000,Diesel
1510,Hyundai Creta 1.6,Hyundai,2019,1200000,0,Petrol
1511,Hyundai Santro Xing,Hyundai,2007,115000,46000,Petrol
1512,Hyundai Santro Xing,Hyundai,2009,88000,43200,Petrol
1513,Mahindra Xylo D2,Mahindra,2011,390000,56000,Diesel
1514,Hyundai Santro Xing,Hyundai,2007,135000,42000,Petrol
1515,Tata Indica V2,Tata,2009,90000,30600,Diesel
1516,Hyundai i10 Sportz,Hyundai,2011,220000,38000,Petrol
1517,Hyundai Grand i10,Hyundai,2017,424999,2550,Petrol
1518,Hyundai Santro Xing,Hyundai,2007,135000,47000,Petrol
1519,Honda City 1.5,Honda,2005,95000,41000,Petrol
1520,Nissan Micra XL,Nissan,2017,430000,62500,Diesel
1521,Honda City 1.5,Honda,2005,115000,68000,Petrol
1522,Maruti Suzuki Alto,Maruti,2015,215000,50000,Petrol
1523,Maruti Suzuki Wagon,Maruti,2004,53000,69000,Petrol
1524,Maruti Suzuki Ertiga,Maruti,2012,500000,48000,Diesel
1525,Tata Indica eV2,Tata,2012,85000,55000,Diesel
1526,Maruti Suzuki Omni,Maruti,2013,165000,25000,Petrol
1527,Hyundai Eon Era,Hyundai,2014,200000,28400,Petrol
1528,Hyundai Eon,Hyundai,2014,200000,28000,Petrol
1529,Maruti Suzuki Swift,Maruti,2015,425000,42000,Diesel
1530,Hyundai Verna 1.6,Hyundai,2012,600000,29000,Diesel
1531,Chevrolet Tavera LS,Chevrolet,2005,130000,68485,Diesel
1532,Tata Tiago Revotron,Tata,2018,430000,3500,Petrol
1533,Tata Tiago Revotorq,Tata,2019,568500,0,Petrol
1534,Maruti Suzuki Zen,Maruti,2006,71000,32000,Petrol
1535,Mahindra KUV100 K8,Mahindra,2018,560000,8000,Diesel
1536,Ford EcoSport Titanium,Ford,2014,590000,34000,Diesel
1537,Hindustan Motors Ambassador,Hindustan,1995,750000,37000,Petrol
1538,Ford Fusion 1.4,Ford,2007,125000,85455,Diesel
1539,Hyundai Santro Xing,Hyundai,2007,135000,46000,Petrol
1540,Hyundai Santro,Hyundai,2002,60000,47000,Petrol
1541,Fiat Linea Emotion,Fiat,2009,120000,64000,Petrol
1542,Ford Ikon 1.3,Ford,2008,95000,46000,Petrol
1543,Maruti Suzuki Omni,Maruti,2017,240000,8000,Petrol
1544,Tata Indica V2,Tata,2012,115000,64000,Diesel
1545,Mahindra Scorpio S4,Mahindra,2015,795000,63000,Diesel
1546,Hyundai Santro Xing,Hyundai,2007,55000,65000,Petrol
1547,Mahindra Xylo D2,Mahindra,2009,300000,62000,Diesel
1548,Hyundai Grand i10,Hyundai,2014,320000,41000,Petrol
1549,Maruti Suzuki Alto,Maruti,2015,265000,14000,Petrol
1550,Toyota Corolla,Toyota,2006,160000,40000,Petrol
1551,Hyundai Eon Magna,Hyundai,2017,300000,1600,Petrol
1552,Tata Sumo Grande,Tata,2010,130000,90000,Diesel
1553,Maruti Suzuki Swift,Maruti,2011,250000,58000,Diesel
1554,Volkswagen Polo Highline1.2L,Volkswagen,2013,380000,27000,Petrol
1555,Maruti Suzuki Alto,Maruti,2003,42000,60000,Petrol
1556,Tata Tiago Revotron,Tata,2017,400000,31000,Petrol
1557,Maruti Suzuki Swift,Maruti,2009,120000,90000,Diesel
1558,Maruti Suzuki Swift,Maruti,2009,120000,90000,Diesel
1559,Tata Indigo eCS,Tata,2016,130000,150000,Diesel
1560,Chevrolet Beat LS,Chevrolet,2014,189000,31000,Diesel
1561,Mahindra Xylo E8,Mahindra,2011,365000,43000,Diesel
1562,Hyundai Eon D,Hyundai,2013,170000,20000,Petrol
1563,Tata Sumo Gold,Tata,2013,215000,100000,Petrol
1564,Tata Nano,Tata,2013,60000,7000,Petrol
1565,Hyundai Elite i20,Hyundai,2017,599999,31000,Petrol
1566,Hyundai i10 Magna,Hyundai,2009,400000,33000,Petrol
1567,Hyundai Creta,Hyundai,2016,900000,60000,Diesel
1568,Volkswagen Polo,Volkswagen,2013,299999,48000,Diesel
1569,Maruti Suzuki Dzire,Maruti,2014,374999,33000,Petrol
1570,Tata Bolt XM,Tata,2015,600000,15000,Petrol
1571,Maruti Suzuki Alto,Maruti,2005,70000,47000,Petrol
1572,Maruti Suzuki Alto,Maruti,2005,100000,40000,Petrol
1573,Maruti Suzuki Ritz,Maruti,2010,150000,38000,Diesel
1574,Maruti Suzuki Alto,Maruti,2017,225000,12500,Petrol
1575,Maruti Suzuki Dzire,Maruti,2009,210000,42000,Petrol
1576,Hyundai i20 Asta,Hyundai,2014,425000,31000,Petrol
1577,Maruti Suzuki Swift,Maruti,2008,162000,60000,Diesel
1578,Tata Indica V2,Tata,2005,60000,80000,Diesel
1579,Mahindra Scorpio VLX,Mahindra,2014,650000,77000,Diesel
1580,Toyota Innova 2.5,Toyota,2012,750000,75000,Diesel
1581,Mahindra Xylo E8,Mahindra,2010,375000,40000,Diesel
1582,Hyundai i20 Magna,Hyundai,2011,230000,47000,Petrol
1583,Maruti Suzuki Omni,Maruti,2000,35999,60000,Petrol
1584,Mahindra KUV100,Mahindra,2016,380000,26500,Petrol
1585,Mahindra KUV100 K8,Mahindra,2019,560000,2875,Petrol
1586,Datsun Go Plus,Datsun,2016,285000,13900,Petrol
1587,Ford Endeavor 4x4,Ford,2019,2900000,9000,Diesel
1588,Tata Indica V2,Tata,2005,39999,80000,Diesel
1589,Hyundai Santro Xing,Hyundai,2006,85000,60000,Petrol
1590,Maruti Suzuki Wagon,Maruti,2016,395000,20000,Petrol
1591,Maruti Suzuki Swift,Maruti,2008,175000,58000,Diesel
1592,Maruti Suzuki Alto,Maruti,2019,400000,1500,Petrol
1593,Toyota Innova 2.5,Toyota,2011,750000,75000,Diesel
1594,Maruti Suzuki Alto,Maruti,2016,250000,2450,Petrol
1595,Maruti Suzuki Alto,Maruti,2019,425000,1625,Petrol
1596,Volkswagen Polo Highline1.2L,Volkswagen,2017,525000,45000,Petrol
1597,Mahindra Logan,Mahindra,2009,130000,65000,Diesel
1598,Maruti Suzuki 800,Maruti,2000,30000,33400,Petrol
1599,Mahindra Scorpio,Mahindra,2011,475000,60123,Diesel
1600,Chevrolet Sail 1.2,Chevrolet,2013,300000,28000,Petrol
1601,Hyundai Santro AE,Hyundai,2003,60000,70000,Petrol
1602,Maruti Suzuki Wagon,Maruti,2006,100000,7000,Petrol
1603,Hyundai Eon,Hyundai,2018,260000,25000,Petrol
1604,Tata Manza,Tata,2015,100000,100000,Diesel
1605,Toyota Etios G,Toyota,2013,265000,42000,Petrol
1606,Hyundai Getz Prime,Hyundai,2009,115000,20000,Petrol
1607,Toyota Qualis,Toyota,2003,180000,100000,Diesel
1608,Hyundai Santro Xing,Hyundai,2004,45000,137495,Petrol
1609,Tata Indica eV2,Tata,2016,50500,91200,Diesel
1610,Honda City 1.5,Honda,2009,270000,55000,Petrol
1611,Tata Zest XE,Tata,2017,290000,120000,Diesel
1612,Mahindra Quanto C4,Mahindra,2013,325000,63000,Diesel
1613,Tata Indigo eCS,Tata,2016,160000,104000,Diesel
1614,Maruti Suzuki Swift,Maruti,2016,350000,146000,Diesel
1615,Hyundai Elite i20,Hyundai,2011,290000,40000,Petrol
1616,Hyundai i20 Select,Hyundai,2011,290000,40000,Petrol
1617,Chevrolet Tavera Neo,Chevrolet,2007,465000,100800,Diesel
1618,Maruti Suzuki Dzire,Maruti,2016,325000,150000,Diesel
1619,Hyundai Elite i20,Hyundai,2018,510000,2100,Petrol
1620,Honda City VX,Honda,2016,860000,95000,Petrol
1621,Maruti Suzuki Dzire,Maruti,2016,450000,2500,Diesel
1622,Hyundai Getz,Hyundai,2006,125000,80000,Petrol
1623,Mercedes Benz C,Mercedes,2006,500001,15000,Petrol
1624,Maruti Suzuki Alto,Maruti,2005,95000,65000,Petrol
1625,Maruti Suzuki Swift,Maruti,2009,250000,51000,Diesel
1626,Skoda Fabia,Skoda,2009,110000,45000,Petrol
1627,Maruti Suzuki Ritz,Maruti,2011,270000,50000,Petrol
1628,Tata Indica V2,Tata,2009,110000,30000,Diesel
1629,Toyota Corolla Altis,Toyota,2009,300000,132000,Petrol
1630,Tata Zest XM,Tata,2018,260000,27000,Diesel
1631,Mahindra Quanto C8,Mahindra,2013,390000,40000,Diesel
1632,Hyundai Santro Xing,Hyundai,2007,80000,45000,Petrol
1633,Mahindra Jeep CL550,Mahindra,2006,425000,40,Diesel
1634,Hyundai Grand i10,Hyundai,2014,325000,28000,Petrol
1635,Ford EcoSport Titanium,Ford,2014,575000,36000,Diesel
1636,Ford Figo,Ford,2012,175000,41000,Diesel
1637,Hyundai Eon,Hyundai,2013,190000,25000,Petrol
1638,Ford EcoSport Ambiente,Ford,2016,830000,24530,Diesel
1639,Maruti Suzuki Alto,Maruti,2015,250000,60000,Petrol
1640,Skoda Fabia Classic,Skoda,2010,182000,60000,Petrol
1641,Maruti Suzuki Stingray,Maruti,2015,315000,30000,Petrol
1642,Hyundai Elite i20,Hyundai,2014,415000,32000,Petrol
1643,Mahindra Scorpio SLE,Mahindra,2015,320000,48660,Diesel
1644,Hyundai Santro Xing,Hyundai,2007,80000,45000,Petrol
1645,Mahindra Jeep CL550,Mahindra,2006,425000,40,Diesel
1646,Audi A8,Audi,2017,1000000,4000,Petrol
1647,Audi Q7,Audi,2014,500000,16934,Diesel
1648,Mahindra Scorpio S10,Mahindra,2016,350000,43000,Diesel
1649,Maruti Suzuki Alto,Maruti,2014,160000,35550,Petrol
1650,Mahindra Scorpio S10,Mahindra,2016,350000,43000,Diesel
1651,Mahindra Scorpio S10,Mahindra,2016,310000,39522,Diesel
1652,Maruti Suzuki Alto,Maruti,2015,75000,39000,Petrol
1653,Hyundai i20 Sportz,Hyundai,2012,100000,55000,Petrol
1654,Hyundai i20 Sportz,Hyundai,2012,100000,55000,Petrol
1655,Hyundai i20 Sportz,Hyundai,2012,100000,55000,Petrol
1656,Maruti Suzuki Alto,Maruti,2017,190000,72000,Petrol
1657,Maruti Suzuki Vitara,Maruti,2016,290000,15975,Diesel
1658,Maruti Suzuki Alto,Maruti,2008,95000,70000,Petrol
1659,Mahindra Bolero DI,Mahindra,2017,180000,23452,Diesel
1660,Maruti Suzuki Swift,Maruti,2014,385000,35522,Diesel
1661,Mahindra Scorpio S10,Mahindra,2015,250000,48508,Diesel
1662,Maruti Suzuki Swift,Maruti,2017,180000,15487,Petrol
1663,Maruti Suzuki Wagon,Maruti,2013,105000,39000,Petrol
1664,Maruti Suzuki Wagon,Maruti,2013,105000,39000,Petrol
1665,Toyota Innova 2.0,Toyota,2012,650000,82000,Diesel
1666,Renault Lodgy 85,Renault,2018,689999,20000,Diesel
1667,Skoda Yeti Ambition,Skoda,2012,448000,68000,Diesel
1668,Maruti Suzuki Baleno,Maruti,2017,549000,32000,Diesel
1669,Renault Duster 110,Renault,2012,501000,38000,Diesel
1670,Renault Duster 85,Renault,2013,489999,27000,Diesel
1671,Honda City 1.5,Honda,2011,280000,33000,Petrol
1672,Maruti Suzuki Alto,Maruti,2015,250000,60000,Petrol
1673,Maruti Suzuki Dzire,Maruti,2013,349999,46000,Diesel
1674,Honda Amaze,Honda,2013,284999,46000,Diesel
1675,Honda Amaze 1.5,Honda,2015,345000,36000,Diesel
1676,Honda City,Honda,2015,499999,55000,Petrol
1677,Datsun Redi GO,Datsun,2017,235000,16000,Petrol
1678,Maruti Suzuki SX4,Maruti,2010,249999,36000,Petrol
1679,Mitsubishi Pajero Sport,Mitsubishi,2015,1475000,47000,Diesel
1680,Mahindra Bolero DI,Mahindra,2017,180000,23452,Diesel
1681,Maruti Suzuki Swift,Maruti,2014,385000,35522,Diesel
1682,Mahindra Scorpio S10,Mahindra,2015,250000,48508,Diesel
1683,Maruti Suzuki Swift,Maruti,2017,180000,15487,Petrol
1684,Maruti Suzuki Wagon,Maruti,2013,105000,39000,Petrol
1685,Maruti Suzuki Wagon,Maruti,2013,105000,39000,Petrol
1686,Mahindra Scorpio S10,Mahindra,2015,395000,35000,Diesel
1687,Maruti Suzuki Swift,Maruti,2017,220000,30874,Petrol
1688,Honda City ZX,Honda,2017,170000,15000,Diesel
1689,Maruti Suzuki Wagon,Maruti,2013,85000,29685,Petrol
1690,Ford Figo,Ford,2012,175000,41000,Diesel
1691,Hyundai Eon,Hyundai,2013,190000,25000,Petrol
1692,Tata Indigo eCS,Tata,2017,200000,130000,Diesel
1693,Ford EcoSport Ambiente,Ford,2016,830000,24530,Diesel
1694,Tata Indigo eCS,Tata,2017,200000,130000,Diesel
1695,Mahindra Scorpio SLE,Mahindra,2012,570000,19000,Diesel
1696,Volkswagen Polo Highline,Volkswagen,2014,315000,60000,Petrol
1697,Skoda Fabia Classic,Skoda,2010,182000,60000,Petrol
1698,Maruti Suzuki Stingray,Maruti,2015,315000,30000,Petrol
1699,Chevrolet Spark LS,Chevrolet,2010,110000,41000,Petrol
1700,Renault Duster 110PS,Renault,2012,501000,35000,Diesel
1701,Honda City,Honda,2015,448999,54000,Petrol
1702,Mini Cooper S,Mini,2013,1891111,13000,Petrol
1703,Datsun Redi GO,Datsun,2017,235000,16000,Petrol
1704,Skoda Fabia 1.2L,Skoda,2011,159500,38200,Diesel
1705,Honda Amaze,Honda,2015,344999,22000,Petrol
1706,Honda Amaze,Honda,2015,344999,22000,Petrol
1707,Renault Duster,Renault,2014,449999,50000,Diesel
1708,Mini Cooper S,Mini,2013,1891111,13500,Petrol
1709,Mahindra Scorpio S4,Mahindra,2015,865000,30000,Diesel
1710,Mahindra Scorpio VLX,Mahindra,2014,699000,50000,Diesel
1711,Mahindra Quanto C8,Mahindra,2013,375000,20000,Diesel
1712,Ford EcoSport,Ford,2017,489999,39000,Petrol
1713,Honda Brio,Honda,2012,224999,30000,Petrol
1714,Volkswagen Vento Highline,Volkswagen,2019,1200000,3600,Diesel
1715,Hyundai i20 Magna,Hyundai,2009,195000,32000,Petrol
1716,Toyota Corolla Altis,Toyota,2010,351000,38000,Diesel
1717,Hyundai Verna Transform,Hyundai,2008,160000,45000,Petrol
1718,Toyota Corolla Altis,Toyota,2009,240000,35000,Petrol
1719,Honda City 1.5,Honda,2005,90000,50000,Petrol
1720,Hyundai Elite i20,Hyundai,2014,415000,32000,Petrol
1721,Skoda Fabia 1.2L,Skoda,2011,155000,45863,Diesel
1722,BMW 3 Series,BMW,2011,600000,60500,Petrol
1723,Maruti Suzuki A,Maruti,2011,189500,12500,Petrol
1724,Toyota Etios GD,Toyota,2013,350000,60000,Diesel
1725,Ford Figo Diesel,Ford,2012,210000,35000,Diesel
1726,Maruti Suzuki Swift,Maruti,2014,390000,35000,Petrol
1727,Chevrolet Beat LT,Chevrolet,2012,135000,45000,Diesel
1728,BMW 7 Series,BMW,2009,1600000,35000,Petrol
1729,Mahindra XUV500 W8,Mahindra,2013,701000,38000,Diesel
1730,Hyundai i10 Magna,Hyundai,2014,265000,18000,Petrol
1731,Hyundai Verna Fluidic,Hyundai,2015,525000,35000,Diesel
1732,Maruti Suzuki Swift,Maruti,2013,372000,13349,Petrol
1733,Maruti Suzuki Ertiga,Maruti,2016,635000,29000,Petrol
